Offset,Elevation
0.000000,913.779000
93.588000,898.763000
134.004000,881.266000
184.080000,875.000000
213.465000,875.000000
267.021000,889.658000
317.097000,895.046000
361.727000,897.244000
417.481000,898.112000
470.993000,900.230000
603.503000,921.326000
