Offset,Elevation
0.000000,912.778992
81.665080,905.919006
156.367171,900.450989
235.951062,894.763000
262.024800,890.614990
293.572397,885.924988
322.847232,880.742004
347.750402,873.883972
368.981048,873.208008
391.034805,875.135986
426.434444,883.726013
477.829671,887.140015
529.918988,889.791992
629.743193,899.601990
721.195708,918.822021
