mann,expansion_coeff,alpha_method,sf_method,max_abs,mean_abs,rmse
1.58,0.1,conveyance,avg,1.8130265457682526,0.9365495883030235,1.1617776977353362
1.58,0.1,area,combined,1.4565812264415854,0.48079697507755553,0.6914161045216216
1.58,0.1,area,avg,1.8130265459845987,0.9365495884761004,1.1617776979063654
1.6,0.0,conveyance,combined,2.3009624297667415,1.1427215880174573,1.426212594486975
1.6,0.0,conveyance,avg,1.8313563749468358,0.9548793241655857,1.1766039984642809
1.6,0.0,area,combined,2.3102111802583067,1.1464210882140833,1.431310327101716
1.6,0.0,area,avg,1.8313563749468358,0.9548793241655857,1.1766039984642809
1.6,0.02,conveyance,combined,2.327680627112727,1.1534089646922439,1.4409548401503773
1.6,0.02,conveyance,avg,1.8313563749468358,0.9548793241655857,1.1766039984642809
1.6,0.02,area,combined,1.4749106731790107,0.4917946262922214,0.7125770241273305
1.6,0.02,area,avg,1.8313563749468358,0.9548793241655857,1.1766039984642809
1.6,0.05,conveyance,combined,1.474910681994288,0.4917946298183324,0.7046626092414522
1.6,0.05,conveyance,avg,1.8313563749468358,0.9548793241655857,1.1766039984642809
1.6,0.05,area,combined,1.474910681994288,0.4917946298183324,0.7043119393834002
1.6,0.05,area,avg,1.8313563749468358,0.9548793241655857,1.1766039984642809
1.6,0.1,conveyance,combined,1.4749106965028886,0.4917946356217726,0.7009147896290753
1.6,0.1,conveyance,avg,1.8313563749468358,0.9548793241655857,1.1766039984642809
1.6,0.1,area,combined,1.4749106965028886,0.4917946356217726,0.7010024360387842
1.6,0.1,area,avg,1.8313563749468358,0.9548793241655857,1.1766039984642809
